id,d,m,y,pcp,max,min
1448,12/18/1994,12,1994,8.04,29.3,18.3
1449,12/19/1994,12,1994,3.58,28.8,19.2
1450,12/20/1994,12,1994,7.61,29.2,20.5
1451,12/21/1994,12,1994,3.47,27.8,19.9
1452,12/22/1994,12,1994,46.66,26.4,19.3
1453,12/23/1994,12,1994,15.53,24.4,20.3
1454,12/24/1994,12,1994,10.7,27.5,21.5
1455,12/25/1994,12,1994,3.41,29.8,20.3
1456,12/26/1994,12,1994,0.24,30.5,20.6
1457,12/27/1994,12,1994,0.39,30.5,21
1458,12/28/1994,12,1994,0,30.5,20.1
1459,12/29/1994,12,1994,8.85,30,19.3
1460,12/30/1994,12,1994,0.77,29,22.5
1461,12/31/1994,12,1994,16.75,23.3,22.3
1462,1/1/1995,1,1995,10.2,24.9,20.5
1463,1/2/1995,1,1995,6,23,20.3
1464,1/3/1995,1,1995,4,25,19.5
1465,1/4/1995,1,1995,3,27.5,21
1466,1/5/1995,1,1995,1,30.5,21.5
1467,1/6/1995,1,1995,4,24.5,20.3
1468,1/7/1995,1,1995,5,25,19.8
1469,1/8/1995,1,1995,0,24,20.5
1470,1/9/1995,1,1995,6,26,21.5
1471,1/10/1995,1,1995,4,29.8,20.6
1472,1/11/1995,1,1995,0,29.8,21.8
1473,1/12/1995,1,1995,0,29.8,19.3
1474,1/13/1995,1,1995,0,29.1,18.7
1475,1/14/1995,1,1995,0,27.9,20.2
1476,1/15/1995,1,1995,0,25.8,20.2
1477,1/16/1995,1,1995,4,23.8,17.5
1478,1/17/1995,1,1995,2,27.5,18.2
1479,1/18/1995,1,1995,4,26.4,19
1480,1/19/1995,1,1995,4,23.3,18
1481,1/20/1995,1,1995,3,28.3,16.5
1482,1/21/1995,1,1995,6,29.5,17.8
1483,1/22/1995,1,1995,4,-99,-99
1484,1/23/1995,1,1995,3,-99,-99
1485,1/24/1995,1,1995,3,-99,-99
1486,1/25/1995,1,1995,4,-99,-99
1487,1/26/1995,1,1995,3,-99,-99
1488,1/27/1995,1,1995,6,30.5,20.3
1489,1/28/1995,1,1995,6,30.6,21.9
1490,1/29/1995,1,1995,0,29.5,20.5
1491,1/30/1995,1,1995,10,27.4,20.5
1492,1/31/1995,1,1995,2,26,19
1493,2/1/1995,2,1995,8,26.7,19.4
1494,2/2/1995,2,1995,15,24.9,19.3
1495,2/3/1995,2,1995,10,23.9,19.2
1496,2/4/1995,2,1995,4,25.5,19.3
1497,2/5/1995,2,1995,8,23.5,18.4
1498,2/6/1995,2,1995,8,22.8,17.3
1499,2/7/1995,2,1995,2,23.8,17.9
1500,2/8/1995,2,1995,1,27.1,16.8
1501,2/9/1995,2,1995,3,29.9,17.6
1502,2/10/1995,2,1995,1,30,20
1503,2/11/1995,2,1995,2,30.2,19
1504,2/12/1995,2,1995,2,31.3,20
1505,2/13/1995,2,1995,6,32.4,19.8
1506,2/14/1995,2,1995,3,32.8,21.3
1507,2/15/1995,2,1995,1,32.3,21.5
1508,2/16/1995,2,1995,3,31.5,21.5
1509,2/17/1995,2,1995,2,31.2,20.3
1510,2/18/1995,2,1995,4,31.5,20.5
1511,2/19/1995,2,1995,3,31.9,19.7
1512,2/20/1995,2,1995,0,31.4,21.2
1513,2/21/1995,2,1995,6,32.1,21.2
1514,2/22/1995,2,1995,4,32.6,19
1515,2/23/1995,2,1995,4,32,22
1516,2/24/1995,2,1995,1,32.5,21.3
1517,2/25/1995,2,1995,6,32.6,21.2
1518,2/26/1995,2,1995,4,32.8,21
1519,2/27/1995,2,1995,0,32.5,20.5
1520,2/28/1995,2,1995,9,32.3,22.2
1521,3/1/1995,3,1995,6,31.5,22
1522,3/2/1995,3,1995,4,30.1,22.3
1523,3/3/1995,3,1995,4,32,21.5
1524,3/4/1995,3,1995,6,32.2,21.7
1525,3/5/1995,3,1995,14,36.8,19
1526,3/6/1995,3,1995,0,26.5,19
1527,3/7/1995,3,1995,3,-99,20
1528,3/8/1995,3,1995,4,31.4,20.3
1529,3/9/1995,3,1995,3,32.4,21.3
1530,3/10/1995,3,1995,2,33.5,20.8
1531,3/11/1995,3,1995,6,33,21.5
1532,3/12/1995,3,1995,3,32.1,21.6
1533,3/13/1995,3,1995,3,-99,-99
1534,3/14/1995,3,1995,2,33,23.4
1535,3/15/1995,3,1995,5,34.3,26
1536,3/16/1995,3,1995,4,34.4,22.9
1537,3/17/1995,3,1995,6,35.3,24.5
1538,3/18/1995,3,1995,3,34.9,23.4
1539,3/19/1995,3,1995,3,34.6,21.5
1540,3/20/1995,3,1995,7,34.4,20
1541,3/21/1995,3,1995,6,32.6,20.8
1542,3/22/1995,3,1995,4,35,20
1543,3/23/1995,3,1995,4,34.8,21.4
1544,3/24/1995,3,1995,5,35,20.5
1545,3/25/1995,3,1995,4,33.3,22.3
1546,3/26/1995,3,1995,10,33.3,22.3
1547,3/27/1995,3,1995,0,27,24.3
1548,3/28/1995,3,1995,3,28.2,23
1549,3/29/1995,3,1995,4,32.5,23.5
1550,3/30/1995,3,1995,7,34.6,23.8
1551,3/31/1995,3,1995,4,37.2,24.1
1552,4/1/1995,4,1995,5,35.8,23.8
1553,4/2/1995,4,1995,8,36.8,21.5
1554,4/3/1995,4,1995,10,35.7,26
1555,4/4/1995,4,1995,7,33.9,24.1
1556,4/5/1995,4,1995,3,35,24.3
1557,4/6/1995,4,1995,6,31,23.1
1558,4/7/1995,4,1995,7,37.1,24.5
1559,4/8/1995,4,1995,2,33,26.4
1560,4/9/1995,4,1995,3,36.3,24.5
1561,4/10/1995,4,1995,4,34.8,21
1562,4/11/1995,4,1995,6,36.2,29.5
1563,4/12/1995,4,1995,4,37.5,22.5
1564,4/13/1995,4,1995,8,37,21.5
1565,4/14/1995,4,1995,6,37.2,26.8
1566,4/15/1995,4,1995,6,37.3,25
1567,4/16/1995,4,1995,3,37.5,25.7
1568,4/17/1995,4,1995,5,36.4,24.9
1569,4/18/1995,4,1995,6,38,25.4
1570,4/19/1995,4,1995,6,37.7,25.4
1571,4/20/1995,4,1995,5,37.4,26
1572,4/21/1995,4,1995,4,36.7,26
1573,4/22/1995,4,1995,3,37,22.8
1574,4/23/1995,4,1995,3,37.5,21.5
1575,4/24/1995,4,1995,3,36.5,25.6
1576,4/25/1995,4,1995,4,33.8,23.9
1577,4/26/1995,4,1995,3,36.5,26.8
1578,4/27/1995,4,1995,4,36.2,25.1
1579,4/28/1995,4,1995,2,36.1,25.5
1580,4/29/1995,4,1995,3,36.3,25
1581,4/30/1995,4,1995,4,36,23
1582,5/1/1995,5,1995,0,-99,-99
1583,5/2/1995,5,1995,0,-99,-99
1584,5/3/1995,5,1995,13.4,-99,-99
1585,5/4/1995,5,1995,0,-99,-99
1586,5/5/1995,5,1995,0,-99,-99
1587,5/6/1995,5,1995,0,38,26
1588,5/7/1995,5,1995,21.4,38.4,27
1589,5/8/1995,5,1995,0.2,36.8,25.6
1590,5/9/1995,5,1995,0,35.5,24.5
1591,5/10/1995,5,1995,0,33.6,23.8
1592,5/11/1995,5,1995,0,31.5,23.2
1593,5/12/1995,5,1995,9.1,31.3,25.4
1594,5/13/1995,5,1995,0.5,30,22.5
1595,5/14/1995,5,1995,0,31.4,23.3
1596,5/15/1995,5,1995,0,32.2,25.5
1597,5/16/1995,5,1995,4.1,33.4,25.6
1598,5/17/1995,5,1995,0,35.2,26.6
1599,5/18/1995,5,1995,32.2,35.5,26.6
1600,5/19/1995,5,1995,0,35.9,25.9
1601,5/20/1995,5,1995,0,34.8,28.9
1602,5/21/1995,5,1995,0,35.7,23.9
1603,5/22/1995,5,1995,0,34.3,25
1604,5/23/1995,5,1995,0,35.5,26.6
1605,5/24/1995,5,1995,0,-99,-99
1606,5/25/1995,5,1995,0,32.5,23.2
1607,5/26/1995,5,1995,2,34.7,24.9
1608,5/27/1995,5,1995,0,35,23.5
1609,5/28/1995,5,1995,0.8,33.8,25.3
1610,5/29/1995,5,1995,0,32.4,24.3
1611,5/30/1995,5,1995,7.8,33.5,25.6
1612,5/31/1995,5,1995,0,-99,-99
1613,6/1/1995,6,1995,0,34.7,24.9
1614,6/2/1995,6,1995,0,34.2,26
1615,6/3/1995,6,1995,13.4,31.8,24
1616,6/4/1995,6,1995,0,34.8,26.3
1617,6/5/1995,6,1995,0,34.8,27
1618,6/6/1995,6,1995,0,34.8,24.2
1619,6/7/1995,6,1995,21.4,34.6,24.2
1620,6/8/1995,6,1995,0.2,34.5,24
1621,6/9/1995,6,1995,0,35.7,25
1622,6/10/1995,6,1995,0,35,25.9
1623,6/11/1995,6,1995,0,34.9,26.7
1624,6/12/1995,6,1995,9.1,37,23.2
1625,6/13/1995,6,1995,0.5,34.8,23.2
1626,6/14/1995,6,1995,0,35.2,24.8
1627,6/15/1995,6,1995,0,35.6,26.3
1628,6/16/1995,6,1995,4.1,35.5,26.2
1629,6/17/1995,6,1995,0,37,24.5
1630,6/18/1995,6,1995,32.2,37.5,26.8
1631,6/19/1995,6,1995,0,37.8,23.5
1632,6/20/1995,6,1995,0,35.3,25.7
1633,6/21/1995,6,1995,0,35.8,25.2
1634,6/22/1995,6,1995,0,36.4,27.5
1635,6/23/1995,6,1995,0,36.4,26.5
1636,6/24/1995,6,1995,0,36.9,26.3
1637,6/25/1995,6,1995,0,36.9,26.5
1638,6/26/1995,6,1995,2,37.3,25
1639,6/27/1995,6,1995,0,37,25
1640,6/28/1995,6,1995,0.8,35.8,26.3
1641,6/29/1995,6,1995,0,35.7,25.7
1642,6/30/1995,6,1995,7.8,34.7,25.5
1643,7/1/1995,7,1995,1.3,33.7,25.3
1644,7/2/1995,7,1995,19,33.3,24.5
1645,7/3/1995,7,1995,12.2,34.6,22.9
1646,7/4/1995,7,1995,0,34,26.5
1647,7/5/1995,7,1995,1.2,31.2,25.1
1648,7/6/1995,7,1995,11.3,32.3,24.5
1649,7/7/1995,7,1995,45.9,29.2,23
1650,7/8/1995,7,1995,0,31.3,25.5
1651,7/9/1995,7,1995,10.8,34.5,24
1652,7/10/1995,7,1995,0,33.5,25.7
1653,7/11/1995,7,1995,0.6,33.5,25.6
1654,7/12/1995,7,1995,0,32.6,24.2
1655,7/13/1995,7,1995,1.6,34.5,23
1656,7/14/1995,7,1995,0,32.6,25.7
1657,7/15/1995,7,1995,0,34.5,25
1658,7/16/1995,7,1995,0,34.9,26
1659,7/17/1995,7,1995,0,35,24.5
1660,7/18/1995,7,1995,2,35.2,26.5
1661,7/19/1995,7,1995,0,34.2,25.9
1662,7/20/1995,7,1995,2.1,35.1,25.7
1663,7/21/1995,7,1995,0,35.3,25.3
1664,7/22/1995,7,1995,64,33.5,25.2
1665,7/23/1995,7,1995,6.6,33.3,25.3
1666,7/24/1995,7,1995,5.8,33.6,25.3
1667,7/25/1995,7,1995,0,33.5,24.4
1668,7/26/1995,7,1995,13,34.4,25
1669,7/27/1995,7,1995,84,29.1,23.4
1670,7/28/1995,7,1995,19,24.3,22.5
1671,7/29/1995,7,1995,12.2,25.9,23.5
1672,7/30/1995,7,1995,0,29.8,24.3
1673,7/31/1995,7,1995,0,32.7,23.3
1674,8/1/1995,8,1995,0,31.6,25.5
1675,8/2/1995,8,1995,0,33.9,25.7
1676,8/3/1995,8,1995,0,34.2,25.3
1677,8/4/1995,8,1995,0,34.5,24.9
1678,8/5/1995,8,1995,0,34,24
1679,8/6/1995,8,1995,5.4,33,24.3
1680,8/7/1995,8,1995,6.6,33.4,23.5
1681,8/8/1995,8,1995,34,35.2,23
1682,8/9/1995,8,1995,19.4,30.2,22.7
1683,8/10/1995,8,1995,0,29.7,24.2
1684,8/11/1995,8,1995,2.2,34.5,24.6
1685,8/12/1995,8,1995,0,34.7,25.8
1686,8/13/1995,8,1995,0,34,24.8
1687,8/14/1995,8,1995,0,34.4,25.2
1688,8/15/1995,8,1995,2.5,34.9,25.5
1689,8/16/1995,8,1995,0,34.7,25.3
1690,8/17/1995,8,1995,0,32.8,25
1691,8/18/1995,8,1995,9,33.5,23
1692,8/19/1995,8,1995,9.4,-99,-99
1693,8/20/1995,8,1995,3,-99,-99
1694,8/21/1995,8,1995,1.5,35,25.3
1695,8/22/1995,8,1995,0,34.3,25
1696,8/23/1995,8,1995,13.1,34.3,24.2
1697,8/24/1995,8,1995,5.8,35,25.5
1698,8/25/1995,8,1995,0,34.5,24.3
1699,8/26/1995,8,1995,0.8,33.5,25.3
1700,8/27/1995,8,1995,0.2,30.9,25.5
1701,8/28/1995,8,1995,2.6,31.7,24.4
1702,8/29/1995,8,1995,5,31.4,24.2
1703,8/30/1995,8,1995,0,26.6,24.5
1704,8/31/1995,8,1995,0,31.2,24.5
1705,9/1/1995,9,1995,35.4,35,23.1
1706,9/2/1995,9,1995,19.4,29.1,24.5
1707,9/3/1995,9,1995,7.8,32.8,24.6
1708,9/4/1995,9,1995,2.1,32,24.6
1709,9/5/1995,9,1995,0,33.3,25.9
1710,9/6/1995,9,1995,0,34,23.5
1711,9/7/1995,9,1995,31.4,35.5,26.8
1712,9/8/1995,9,1995,2.9,35.6,25
1713,9/9/1995,9,1995,0,33.9,24
1714,9/10/1995,9,1995,1.3,34.4,24.7
1715,9/11/1995,9,1995,9.1,34.8,24.9
1716,9/12/1995,9,1995,37.4,-99,24
1717,9/13/1995,9,1995,4.2,26.4,24
1718,9/14/1995,9,1995,28.5,26.5,24.3
1719,9/15/1995,9,1995,7,27,24.5
1720,9/16/1995,9,1995,5.5,31.2,23.7
1721,9/17/1995,9,1995,22.4,32.8,24.9
1722,9/18/1995,9,1995,11,28.3,22.6
1723,9/19/1995,9,1995,9.2,29.1,24
1724,9/20/1995,9,1995,0.4,32.3,25
1725,9/21/1995,9,1995,0,33.9,25.3
1726,9/22/1995,9,1995,0,35.1,26.4
1727,9/23/1995,9,1995,0,34.9,25.9
1728,9/24/1995,9,1995,0,34.3,25
1729,9/25/1995,9,1995,5,33,22.7
1730,9/26/1995,9,1995,7.5,27.2,23.1
1731,9/27/1995,9,1995,0,28.9,22.5
1732,9/28/1995,9,1995,23,-99,-99
1733,9/29/1995,9,1995,7.8,33.2,24.1
1734,9/30/1995,9,1995,26,29.7,24.4
1735,10/1/1995,10,1995,3.8,27.7,24.3
1736,10/2/1995,10,1995,3,30,24.9
1737,10/3/1995,10,1995,19.4,30.6,24.8
1738,10/4/1995,10,1995,0.5,31.5,23.7
1739,10/5/1995,10,1995,1.5,32.7,23.3
1740,10/6/1995,10,1995,2.4,28.7,22.6
1741,10/7/1995,10,1995,45,25.3,22
1742,10/8/1995,10,1995,36.6,25.5,21.5
1743,10/9/1995,10,1995,11.2,27.5,24
1744,10/10/1995,10,1995,2.5,27.9,25.3
1745,10/11/1995,10,1995,0,28.2,26.5
1746,10/12/1995,10,1995,12,30,27.8
1747,10/13/1995,10,1995,0,32.7,28.1
1748,10/14/1995,10,1995,0,28.6,27
1749,10/15/1995,10,1995,5.4,28.2,26.3
1750,10/16/1995,10,1995,0.5,28.7,28.5
1751,10/17/1995,10,1995,4.6,28.2,26.6
1752,10/18/1995,10,1995,0.3,27.25,23.9
1753,10/19/1995,10,1995,0.3,-99,-99
1754,10/20/1995,10,1995,0,-99,-99
1755,10/21/1995,10,1995,1.6,-99,-99
1756,10/22/1995,10,1995,1,29.6,28.8
1757,10/23/1995,10,1995,43.1,29.9,23.8
1758,10/24/1995,10,1995,76.2,26.2,22
1759,10/25/1995,10,1995,42,24.8,23.8
1760,10/26/1995,10,1995,0.1,28.6,23.5
1761,10/27/1995,10,1995,8.5,30.8,25.3
1762,10/28/1995,10,1995,1.5,31.2,24.5
1763,10/29/1995,10,1995,86.2,30.8,23.2
1764,10/30/1995,10,1995,0,23.5,22
1765,10/31/1995,10,1995,0,31.4,24.1
1766,11/1/1995,11,1995,10.68,28.9,22.9
1767,11/2/1995,11,1995,43.52,25.8,23.5
1768,11/3/1995,11,1995,79.38,26.2,21.8
1769,11/4/1995,11,1995,10.31,28.6,23.4
1770,11/5/1995,11,1995,24.32,32.4,23.2
1771,11/6/1995,11,1995,20.1,32.5,25
1772,11/7/1995,11,1995,10.19,32.6,24.4
1773,11/8/1995,11,1995,35.36,31.2,24
1774,11/9/1995,11,1995,33.58,30.5,23.6
1775,11/10/1995,11,1995,22.16,30.5,23
1776,11/11/1995,11,1995,14.98,30.8,24.1
1777,11/12/1995,11,1995,57.14,29.4,22.5
1778,11/13/1995,11,1995,143.29,30,22.8
1779,11/14/1995,11,1995,17.19,31.5,24.5
1780,11/15/1995,11,1995,14.5,30.1,24
1781,11/16/1995,11,1995,4.35,32.5,24
1782,11/17/1995,11,1995,19.53,31.7,24
1783,11/18/1995,11,1995,50.5,29,23
1784,11/19/1995,11,1995,19.35,29.8,22
1785,11/20/1995,11,1995,20.78,30.2,22.3
1786,11/21/1995,11,1995,10.08,26.2,23
1787,11/22/1995,11,1995,11.92,27.5,22.9
1788,11/23/1995,11,1995,5.96,27.6,22.9
1789,11/24/1995,11,1995,28.52,28.2,22.3
1790,11/25/1995,11,1995,16.52,25.2,20.6
1791,11/26/1995,11,1995,1.85,23,20.3
1792,11/27/1995,11,1995,3.66,28.2,22.3
1793,11/28/1995,11,1995,9.94,28.5,23.5
1794,11/29/1995,11,1995,37.52,28.8,21.7
1795,11/30/1995,11,1995,7.11,28.9,22
1796,12/1/1995,12,1995,19.94,27,22.2
1797,12/2/1995,12,1995,25.96,23,20.5
1798,12/3/1995,12,1995,12.86,23.5,20.5
1799,12/4/1995,12,1995,6.9,24.9,20.5
1800,12/5/1995,12,1995,41.79,23.8,20
1801,12/6/1995,12,1995,86.19,23.3,20
1802,12/7/1995,12,1995,54.29,21.9,19.8
1803,12/8/1995,12,1995,46.26,21.3,18.9
1804,12/9/1995,12,1995,15.08,22.1,18.5
1805,12/10/1995,12,1995,12.26,23,19.1
1806,12/11/1995,12,1995,56.77,24.3,20.2
1807,12/12/1995,12,1995,16.07,24.2,21
1808,12/13/1995,12,1995,98.58,23.9,20.4
1809,12/14/1995,12,1995,61.31,25,21.5
1810,12/15/1995,12,1995,17.51,27.6,21.3
1811,12/16/1995,12,1995,105.01,28,21.8
1812,12/17/1995,12,1995,16.3,27.1,22.7
1813,12/18/1995,12,1995,9.09,28.3,23
1814,12/19/1995,12,1995,6.33,28.8,21.5
1815,12/20/1995,12,1995,8.4,27.8,21.5
1816,12/21/1995,12,1995,7.32,28.8,20.5
1817,12/22/1995,12,1995,59.25,29.6,21.1
1818,12/23/1995,12,1995,123.81,23.9,21.3
1819,12/24/1995,12,1995,86.53,25,21.5
1820,12/25/1995,12,1995,75.74,24.2,21.1
1821,12/26/1995,12,1995,24.81,22.6,19.8
1822,12/27/1995,12,1995,19.57,21.2,19.2
1823,12/28/1995,12,1995,4.87,23.1,19.3
1824,12/29/1995,12,1995,4.69,22.5,18.8
1825,12/30/1995,12,1995,11.32,21.9,18.3
1826,12/31/1995,12,1995,11.02,23.6,16.9
1827,1/1/1996,1,1996,0,23.6,16.9
1828,1/2/1996,1,1996,0,24,18
1829,1/3/1996,1,1996,0,26.2,17.1
1830,1/4/1996,1,1996,0,27.5,19.4
1831,1/5/1996,1,1996,0,-99,-99
1832,1/6/1996,1,1996,0,27.3,16.4
1833,1/7/1996,1,1996,0,26.8,15
1834,1/8/1996,1,1996,5.4,26.3,18.2
1835,1/9/1996,1,1996,1.7,25,19.1
1836,1/10/1996,1,1996,0,24.4,18.9
1837,1/11/1996,1,1996,0,26.8,19.6
1838,1/12/1996,1,1996,0,27.7,18.8
1839,1/13/1996,1,1996,0,27.2,18.9
1840,1/14/1996,1,1996,0,29,17.5
1841,1/15/1996,1,1996,0.9,28.8,19.5
1842,1/16/1996,1,1996,7.5,29.5,21.3
1843,1/17/1996,1,1996,0.1,26.6,20.6
1844,1/18/1996,1,1996,0,29,20.8
1845,1/19/1996,1,1996,0,30.8,18.8
1846,1/20/1996,1,1996,0,30.4,20.4
1847,1/21/1996,1,1996,0,26.9,21.5
1848,1/22/1996,1,1996,0,28.1,22.2
1849,1/23/1996,1,1996,1.8,31.3,21.5
1850,1/24/1996,1,1996,0.2,31,22.3
1851,1/25/1996,1,1996,0,31.3,21.8
1852,1/26/1996,1,1996,6.3,27.4,22.6
1853,1/27/1996,1,1996,0.8,-99,-99
1854,1/28/1996,1,1996,8.7,27.6,21.8
1855,1/29/1996,1,1996,1.5,25.5,22.8
1856,1/30/1996,1,1996,0,27.8,22.8
1857,1/31/1996,1,1996,0,30,21.9
1858,2/1/1996,2,1996,0,30.3,19.5
1859,2/2/1996,2,1996,22.8,26.9,20.8
1860,2/3/1996,2,1996,0.3,22.3,17.8
1861,2/4/1996,2,1996,0.2,22.4,18
1862,2/5/1996,2,1996,0.5,25.8,17.3
1863,2/6/1996,2,1996,0.3,26.1,19
1864,2/7/1996,2,1996,0,25.3,19.3
1865,2/8/1996,2,1996,0,-99,-99
1866,2/9/1996,2,1996,4.8,-99,-99
1867,2/10/1996,2,1996,0.2,24.6,19.2
1868,2/11/1996,2,1996,0,23.5,18.6
1869,2/12/1996,2,1996,0,28,18
1870,2/13/1996,2,1996,0,32.9,19.3
1871,2/14/1996,2,1996,0,32.1,21
1872,2/15/1996,2,1996,0,30,24
1873,2/16/1996,2,1996,0,33.3,22.7
1874,2/17/1996,2,1996,0,31.8,20.3
1875,2/18/1996,2,1996,1.4,34.3,20
1876,2/19/1996,2,1996,4.3,-99,-99
1877,2/20/1996,2,1996,1.1,28.3,20.2
1878,2/21/1996,2,1996,0.1,28.2,19
1879,2/22/1996,2,1996,0,23.9,19.5
1880,2/23/1996,2,1996,0,26.5,20.2
1881,2/24/1996,2,1996,0,29.1,20.8
1882,2/25/1996,2,1996,0,31.5,19.4
1883,2/26/1996,2,1996,0,32.1,21
1884,2/27/1996,2,1996,0,-99,-99
1885,2/28/1996,2,1996,1.2,28.5,21.3
1886,2/29/1996,2,1996,0,27.4,21.3
1887,3/1/1996,3,1996,0,30.6,20.9
1888,3/2/1996,3,1996,1.4,27.3,21.1
1889,3/3/1996,3,1996,0.3,23.5,19.7
1890,3/4/1996,3,1996,1.3,23.7,20.1
1891,3/5/1996,3,1996,0,23.7,20.1
1892,3/6/1996,3,1996,0,27.8,22
1893,3/7/1996,3,1996,0,32,23.5
1894,3/8/1996,3,1996,0,33.3,24
1895,3/9/1996,3,1996,2.8,34.5,23.5
1896,3/10/1996,3,1996,0.2,27.8,23.8
1897,3/11/1996,3,1996,0,31.5,23.5
1898,3/12/1996,3,1996,0,-99,-99
1899,3/13/1996,3,1996,0,32.1,21.6
1900,3/14/1996,3,1996,0,35.5,20.5
1901,3/15/1996,3,1996,0,35.5,18.3
1902,3/16/1996,3,1996,0,-99,-99
1903,3/17/1996,3,1996,0,-99,-99
1904,3/18/1996,3,1996,0,-99,-99
1905,3/19/1996,3,1996,0,39.5,21.8
1906,3/20/1996,3,1996,0,38.2,23.5
1907,3/21/1996,3,1996,0,38.4,22.9
1908,3/22/1996,3,1996,0,38,20.5
1909,3/23/1996,3,1996,0,37,21.5
1910,3/24/1996,3,1996,0,37,21.5
1911,3/25/1996,3,1996,0,34.9,24.5
1912,3/26/1996,3,1996,0,34.9,22.4
1913,3/27/1996,3,1996,0,34.8,20.3
1914,3/28/1996,3,1996,0,31.8,21.4
1915,3/29/1996,3,1996,0,28.8,22.5
1916,3/30/1996,3,1996,0,-99,-99
1917,3/31/1996,3,1996,0,-99,-99
1918,4/1/1996,4,1996,0,35,25
1919,4/2/1996,4,1996,0.1,34.9,24.5
1920,4/3/1996,4,1996,8.4,31.5,23.1
1921,4/4/1996,4,1996,0.4,32.7,23.3
1922,4/5/1996,4,1996,1,32.3,22.5
1923,4/6/1996,4,1996,0,31.4,23.3
1924,4/7/1996,4,1996,0,33.1,20.8
1925,4/8/1996,4,1996,0,33,22
1926,4/9/1996,4,1996,0,33,22
1927,4/10/1996,4,1996,6.9,35.3,25.3
1928,4/11/1996,4,1996,6.9,36.8,24.8
1929,4/12/1996,4,1996,0.5,29.6,22.8
1930,4/13/1996,4,1996,0,32.2,23
1931,4/14/1996,4,1996,0,32.6,21.5
1932,4/15/1996,4,1996,0,32.5,23.7
1933,4/16/1996,4,1996,8,34,26.3
1934,4/17/1996,4,1996,1.4,34.4,25.5
1935,4/18/1996,4,1996,0,33.3,21.2
1936,4/19/1996,4,1996,0,35,20.5
1937,4/20/1996,4,1996,10,-99,-99
1938,4/21/1996,4,1996,16.7,-99,-99
1939,4/22/1996,4,1996,0,36,20.5
1940,4/23/1996,4,1996,0,27,21.1
1941,4/24/1996,4,1996,0.3,31,22
1942,4/25/1996,4,1996,0.5,-99,-99
1943,4/26/1996,4,1996,0,-99,-99
1944,4/27/1996,4,1996,0,32.3,24
1945,4/28/1996,4,1996,0,32.1,24.8
1946,4/29/1996,4,1996,0,36.3,24.5
1947,4/30/1996,4,1996,0,36.8,25.8
1948,5/1/1996,5,1996,13.5,37,26
1949,5/2/1996,5,1996,1,33.2,24
1950,5/3/1996,5,1996,0,38,23.5
1951,5/4/1996,5,1996,0,36,24.3
1952,5/5/1996,5,1996,35.1,35.2,25
1953,5/6/1996,5,1996,0,37.2,26.2
1954,5/7/1996,5,1996,20.3,37.3,26.5
1955,5/8/1996,5,1996,0,37.9,25.8
1956,5/9/1996,5,1996,32.4,37.8,25.2
1957,5/10/1996,5,1996,33.8,37,23.9
1958,5/11/1996,5,1996,0.7,37,23.4
1959,5/12/1996,5,1996,26.4,-99,-99
1960,5/13/1996,5,1996,48,31.5,24.2
1961,5/14/1996,5,1996,8,29.3,24.8
1962,5/15/1996,5,1996,0.1,30.4,23
1963,5/16/1996,5,1996,3,30,23
1964,5/17/1996,5,1996,7.6,33.2,24
1965,5/18/1996,5,1996,38.4,33,24
1966,5/19/1996,5,1996,0.5,32.5,23.4
1967,5/20/1996,5,1996,0,32.1,24.7
1968,5/21/1996,5,1996,0,33.7,24.5
1969,5/22/1996,5,1996,0,32.7,26.5
1970,5/23/1996,5,1996,2.9,34.3,24.5
1971,5/24/1996,5,1996,0,-99,-99
1972,5/25/1996,5,1996,26.8,37.8,23.5
1973,5/26/1996,5,1996,64.5,35.9,25.9
1974,5/27/1996,5,1996,9.6,36.5,23
1975,5/28/1996,5,1996,4.7,35,22.8
1976,5/29/1996,5,1996,11,35.5,25.9
1977,5/30/1996,5,1996,0.3,35.1,24.6
1978,5/31/1996,5,1996,0,35.5,23.5
1979,6/1/1996,6,1996,0,35.9,23.8
1980,6/2/1996,6,1996,0,36.2,23.4
1981,6/3/1996,6,1996,0,36.2,25.3
1982,6/4/1996,6,1996,0.2,35.2,25
1983,6/5/1996,6,1996,2.7,37.3,27.3
1984,6/6/1996,6,1996,2,36.7,27
1985,6/7/1996,6,1996,0,37.7,25.8
1986,6/8/1996,6,1996,1.3,38,25.7
1987,6/9/1996,6,1996,2.1,32.5,24.9
1988,6/10/1996,6,1996,1.7,32.8,25
1989,6/11/1996,6,1996,0,36,27.5
1990,6/12/1996,6,1996,8,36.6,27.5
1991,6/13/1996,6,1996,0,36.3,27.3
1992,6/14/1996,6,1996,1.9,37,25
1993,6/15/1996,6,1996,2.7,34.6,25.5
1994,6/16/1996,6,1996,0,35.9,26.8
1995,6/17/1996,6,1996,0,-99,-99
1996,6/18/1996,6,1996,0,38,22.5
1997,6/19/1996,6,1996,0,37.3,27.3
1998,6/20/1996,6,1996,0,38,26.9
1999,6/21/1996,6,1996,2.6,36.9,25.9
2000,6/22/1996,6,1996,0,-99,-99
2001,6/23/1996,6,1996,0,32.8,24.9
2002,6/24/1996,6,1996,1.4,37.7,26.5
2003,6/25/1996,6,1996,0,34.9,27
2004,6/26/1996,6,1996,0,32.1,24.7
2005,6/27/1996,6,1996,0.3,34.3,25.2
2006,6/28/1996,6,1996,0,-99,-99
2007,6/29/1996,6,1996,0,37.7,25.5
